N,P,K,resistivitas,suhu,kelembapan,kesehatan_day,urea_bulk,TSP_bulk,KCL_bulk,urea_mat,TSP_mat,KCL_mat
104,10,78,166,22,84,0,47.82608696,71.73913043,193.3333333,30.43478261,67.39130435,173.3333333
121,9,66,147,22,79,1,10.86956522,73.91304348,213.3333333,0,69.56521739,193.3333333
372,21,173,174,22,81,0,0,47.82608696,35,0,43.47826087,15
265,20,196,174,19,84,0,0,50.00000000,0,0,45.65217391,0
173,16,170,178,20,78,1,0,58.69565217,40,0,54.34782609,20
350,8,157,152,19,97,0,0,76.08695652,61.66666667,0,71.73913043,41.66666667
87,8,41,150,22,97,0,84.7826087,76.08695652,255,67.39130435,71.73913043,235
379,16,78,129,21,82,0,0,58.69565217,193.3333333,0,54.34782609,173.3333333
290,19,61,81,18,97,0,0,52.17391304,221.6666667,0,47.82608696,201.6666667
321,15,172,90,21,87,0,0,60.86956522,36.66666667,0,56.52173913,16.66666667
373,20,99,128,19,91,0,0,50.00000000,158.3333333,0,45.65217391,138.3333333
409,8,113,147,19,93,0,0,76.08695652,135,0,71.73913043,115
77,14,70,164,19,97,0,106.5217391,63.04347826,206.6666667,89.13043478,58.69565217,186.6666667
48,8,198,184,19,75,1,169.5652174,76.08695652,0,152.173913,71.73913043,0
353,16,66,155,18,89,0,0,58.69565217,213.3333333,0,54.34782609,193.3333333
320,11,66,172,18,82,0,0,69.56521739,213.3333333,0,65.2173913,193.3333333
321,8,175,120,19,71,1,0,76.08695652,31.66666667,0,71.73913043,11.66666667
398,20,154,99,23,79,1,0,50.00000000,66.66666667,0,45.65217391,46.66666667
86,8,83,80,21,92,0,86.95652174,76.08695652,185,69.56521739,71.73913043,165
153,16,156,100,24,71,0,0,58.69565217,63.33333333,0,54.34782609,43.33333333
409,19,141,185,24,87,0,0,52.17391304,88.33333333,0,47.82608696,68.33333333
187,7,57,123,19,72,1,0,78.26086957,228.3333333,0,73.91304348,208.3333333
324,8,51,77,18,80,0,0,76.08695652,238.3333333,0,71.73913043,218.3333333
392,6,57,89,21,87,0,0,80.43478261,228.3333333,0,76.08695652,208.3333333
62,5,64,155,18,87,0,139.1304348,82.60869565,216.6666667,121.7391304,78.26086957,196.6666667
251,8,172,177,18,92,0,0,76.08695652,36.66666667,0,71.73913043,16.66666667
179,7,127,142,22,71,1,0,78.26086957,111.6666667,0,73.91304348,91.66666667
178,17,123,104,22,91,0,0,56.52173913,118.3333333,0,52.17391304,98.33333333
337,5,50,173,24,72,0,0,82.60869565,240,0,78.26086957,220
389,17,187,132,18,71,1,0,56.52173913,11.66666667,0,52.17391304,0
79,8,71,169,24,86,0,102.173913,76.08695652,205,84.7826087,71.73913043,185
198,17,89,124,18,96,0,0,56.52173913,175,0,52.17391304,155
44,7,129,122,20,73,1,178.2608696,78.26086957,108.3333333,160.8695652,73.91304348,88.33333333
308,13,140,175,23,81,0,0,65.21739130,90,0,60.86956522,70
71,5,126,131,23,70,1,119.5652174,82.60869565,113.3333333,102.173913,78.26086957,93.33333333
181,17,195,116,18,79,1,0,56.52173913,0,0,52.17391304,0
407,12,103,77,21,85,0,0,67.39130435,151.6666667,0,63.04347826,131.6666667
350,5,118,116,24,72,0,0,82.60869565,126.6666667,0,78.26086957,106.6666667
363,11,189,176,20,89,0,0,69.56521739,8.333333333,0,65.2173913,0
253,12,179,172,18,81,0,0,67.39130435,25,0,63.04347826,5
84,15,196,108,21,85,0,91.30434783,60.86956522,0,73.91304348,56.52173913,0
187,16,48,141,18,80,0,0,58.69565217,243.3333333,0,54.34782609,223.3333333
351,21,86,139,23,79,1,0,47.82608696,180,0,43.47826087,160
400,15,71,137,18,76,1,0,60.86956522,205,0,56.52173913,185
76,13,199,91,19,95,0,108.6956522,65.21739130,0,91.30434783,60.86956522,0
107,16,171,173,21,87,0,41.30434783,58.69565217,38.33333333,23.91304348,54.34782609,18.33333333
139,20,114,102,20,96,0,0,50.00000000,133.3333333,0,45.65217391,113.3333333
367,14,192,126,21,80,0,0,63.04347826,3.333333333,0,58.69565217,0
135,5,113,90,24,79,1,0,82.60869565,135,0,78.26086957,115
75,19,115,87,22,73,0,110.8695652,52.17391304,131.6666667,93.47826087,47.82608696,111.6666667
129,7,96,85,21,76,0,0,78.26086957,163.3333333,0,73.91304348,143.3333333
162,11,71,116,19,96,0,0,69.56521739,205,0,65.2173913,185
137,20,175,165,20,83,0,0,50.00000000,31.66666667,0,45.65217391,11.66666667
241,5,159,165,20,88,0,0,82.60869565,58.33333333,0,78.26086957,38.33333333
220,19,56,84,22,73,1,0,52.17391304,230,0,47.82608696,210
315,19,145,105,21,88,0,0,52.17391304,81.66666667,0,47.82608696,61.66666667
225,14,141,163,18,75,0,0,63.04347826,88.33333333,0,58.69565217,68.33333333
418,5,183,152,19,70,1,0,82.60869565,18.33333333,0,78.26086957,0
46,6,155,185,18,92,0,173.9130435,80.43478261,65,156.5217391,76.08695652,45
76,8,94,157,23,85,0,108.6956522,76.08695652,166.6666667,91.30434783,71.73913043,146.6666667
324,14,70,151,18,77,1,0,63.04347826,206.6666667,0,58.69565217,186.6666667
354,14,178,173,20,93,0,0,63.04347826,26.66666667,0,58.69565217,6.666666667
303,19,155,159,20,97,0,0,52.17391304,65,0,47.82608696,45
160,7,167,92,19,71,1,0,78.26086957,45,0,73.91304348,25
134,8,49,149,20,96,0,0,76.08695652,241.6666667,0,71.73913043,221.6666667
331,18,145,77,23,81,0,0,54.34782609,81.66666667,0,50,61.66666667
77,21,192,112,24,93,0,106.5217391,47.82608696,3.333333333,89.13043478,43.47826087,0
139,6,144,122,21,85,0,0,80.43478261,83.33333333,0,76.08695652,63.33333333
313,6,48,100,21,70,1,0,80.43478261,243.3333333,0,76.08695652,223.3333333
121,20,93,131,21,91,0,10.86956522,50.00000000,168.3333333,0,45.65217391,148.3333333
59,12,117,76,23,75,1,145.6521739,67.39130435,128.3333333,128.2608696,63.04347826,108.3333333
406,21,61,111,21,71,0,0,47.82608696,221.6666667,0,43.47826087,201.6666667
272,19,142,157,20,72,1,0,52.17391304,86.66666667,0,47.82608696,66.66666667
249,16,159,169,19,78,1,0,58.69565217,58.33333333,0,54.34782609,38.33333333
156,19,62,142,19,91,0,0,52.17391304,220,0,47.82608696,200
114,14,54,119,23,92,0,26.08695652,63.04347826,233.3333333,8.695652174,58.69565217,213.3333333
311,12,71,123,23,79,1,0,67.39130435,205,0,63.04347826,185
252,14,127,88,24,84,0,0,63.04347826,111.6666667,0,58.69565217,91.66666667
219,13,182,108,20,93,0,0,65.21739130,20,0,60.86956522,0
349,8,118,105,21,90,0,0,76.08695652,126.6666667,0,71.73913043,106.6666667
51,14,132,143,18,72,0,163.0434783,63.04347826,103.3333333,145.6521739,58.69565217,83.33333333
133,5,164,134,20,71,1,0,82.60869565,50,0,78.26086957,30
275,15,188,130,18,93,0,0,60.86956522,10,0,56.52173913,0
356,8,133,138,19,84,0,0,76.08695652,101.6666667,0,71.73913043,81.66666667
290,12,74,163,24,83,0,0,67.39130435,200,0,63.04347826,180
345,17,188,159,22,73,1,0,56.52173913,10,0,52.17391304,0
303,11,186,76,19,90,0,0,69.56521739,13.33333333,0,65.2173913,0
411,5,122,128,21,74,0,0,82.60869565,120,0,78.26086957,100
120,20,148,95,19,88,0,13.04347826,50.00000000,76.66666667,0,45.65217391,56.66666667
309,5,166,147,20,82,0,0,82.60869565,46.66666667,0,78.26086957,26.66666667
70,14,117,112,20,97,0,121.7391304,63.04347826,128.3333333,104.3478261,58.69565217,108.3333333
107,16,180,172,19,86,0,41.30434783,58.69565217,23.33333333,23.91304348,54.34782609,3.333333333
157,5,55,160,19,82,0,0,82.60869565,231.6666667,0,78.26086957,211.6666667
420,6,94,93,19,81,0,0,80.43478261,166.6666667,0,76.08695652,146.6666667
53,8,58,146,23,86,0,158.6956522,76.08695652,226.6666667,141.3043478,71.73913043,206.6666667
127,12,183,83,24,72,1,0,67.39130435,18.33333333,0,63.04347826,0
165,11,58,181,18,95,0,0,69.56521739,226.6666667,0,65.2173913,206.6666667
121,16,184,141,23,74,1,10.86956522,58.69565217,16.66666667,0,54.34782609,0
288,9,145,89,18,94,0,0,73.91304348,81.66666667,0,69.56521739,61.66666667
410,17,149,117,18,85,0,0,56.52173913,75,0,52.17391304,55
401,20,81,92,21,89,0,0,50.00000000,188.3333333,0,45.65217391,168.3333333
262,12,166,121,21,91,0,0,67.39130435,46.66666667,0,63.04347826,26.66666667
385,5,73,118,21,79,1,0,82.60869565,201.6666667,0,78.26086957,181.6666667
180,18,193,106,19,76,1,0,54.34782609,1.666666667,0,50,0
117,5,105,88,18,74,1,19.56521739,82.60869565,148.3333333,2.173913043,78.26086957,128.3333333
415,12,83,76,18,70,0,0,67.39130435,185,0,63.04347826,165
369,11,111,80,24,90,0,0,69.56521739,138.3333333,0,65.2173913,118.3333333
211,17,64,83,23,87,0,0,56.52173913,216.6666667,0,52.17391304,196.6666667
286,9,126,125,23,82,0,0,73.91304348,113.3333333,0,69.56521739,93.33333333
353,14,67,83,21,73,1,0,63.04347826,211.6666667,0,58.69565217,191.6666667
390,17,121,150,23,75,0,0,56.52173913,121.6666667,0,52.17391304,101.6666667
409,20,76,111,21,91,0,0,50.00000000,196.6666667,0,45.65217391,176.6666667
311,6,69,158,18,93,0,0,80.43478261,208.3333333,0,76.08695652,188.3333333
70,10,111,109,23,96,0,121.7391304,71.73913043,138.3333333,104.3478261,67.39130435,118.3333333
62,20,126,155,24,88,0,139.1304348,50.00000000,113.3333333,121.7391304,45.65217391,93.33333333
148,8,166,122,23,97,0,0,76.08695652,46.66666667,0,71.73913043,26.66666667
339,11,108,182,19,86,0,0,69.56521739,143.3333333,0,65.2173913,123.3333333
220,16,174,108,22,70,1,0,58.69565217,33.33333333,0,54.34782609,13.33333333
383,11,100,128,23,80,0,0,69.56521739,156.6666667,0,65.2173913,136.6666667
147,12,42,107,23,72,1,0,67.39130435,253.3333333,0,63.04347826,233.3333333
356,8,117,76,18,75,0,0,76.08695652,128.3333333,0,71.73913043,108.3333333
391,11,79,145,21,77,0,0,69.56521739,191.6666667,0,65.2173913,171.6666667
88,21,137,154,21,96,0,82.60869565,47.82608696,95,65.2173913,43.47826087,75
270,18,84,76,18,97,0,0,54.34782609,183.3333333,0,50,163.3333333
63,12,199,91,22,79,0,136.9565217,67.39130435,0,119.5652174,63.04347826,0
59,18,74,118,19,75,0,145.6521739,54.34782609,200,128.2608696,50,180
59,7,150,153,21,92,0,145.6521739,78.26086957,73.33333333,128.2608696,73.91304348,53.33333333
313,21,113,162,20,80,0,0,47.82608696,135,0,43.47826087,115
75,5,119,78,23,92,0,110.8695652,82.60869565,125,93.47826087,78.26086957,105
368,20,154,105,18,71,0,0,50.00000000,66.66666667,0,45.65217391,46.66666667
419,14,169,184,21,81,0,0,63.04347826,41.66666667,0,58.69565217,21.66666667
295,20,139,148,18,72,1,0,50.00000000,91.66666667,0,45.65217391,71.66666667
283,10,124,150,22,81,0,0,71.73913043,116.6666667,0,67.39130435,96.66666667
370,8,148,142,19,74,1,0,76.08695652,76.66666667,0,71.73913043,56.66666667
68,10,149,157,22,82,0,126.0869565,71.73913043,75,108.6956522,67.39130435,55
178,16,180,159,23,88,0,0,58.69565217,23.33333333,0,54.34782609,3.333333333
393,21,166,164,23,70,1,0,47.82608696,46.66666667,0,43.47826087,26.66666667
76,8,168,181,23,79,1,108.6956522,76.08695652,43.33333333,91.30434783,71.73913043,23.33333333
96,17,45,114,24,94,0,65.2173913,56.52173913,248.3333333,47.82608696,52.17391304,228.3333333
71,7,144,170,22,89,0,119.5652174,78.26086957,83.33333333,102.173913,73.91304348,63.33333333
103,11,72,78,18,82,0,50,69.56521739,203.3333333,32.60869565,65.2173913,183.3333333
411,21,168,127,22,92,0,0,47.82608696,43.33333333,0,43.47826087,23.33333333
370,21,138,85,20,73,1,0,47.82608696,93.33333333,0,43.47826087,73.33333333
108,13,113,145,24,70,0,39.13043478,65.21739130,135,21.73913043,60.86956522,115
185,13,192,133,22,87,0,0,65.21739130,3.333333333,0,60.86956522,0
378,13,93,171,23,83,0,0,65.21739130,168.3333333,0,60.86956522,148.3333333
170,11,116,89,21,94,0,0,69.56521739,130,0,65.2173913,110
348,12,194,142,24,78,0,0,67.39130435,0,0,63.04347826,0
262,14,82,150,23,87,0,0,63.04347826,186.6666667,0,58.69565217,166.6666667
288,8,178,149,19,95,0,0,76.08695652,26.66666667,0,71.73913043,6.666666667
333,11,150,145,18,72,1,0,69.56521739,73.33333333,0,65.2173913,53.33333333
407,21,99,132,24,79,1,0,47.82608696,158.3333333,0,43.47826087,138.3333333
244,13,55,179,22,87,0,0,65.21739130,231.6666667,0,60.86956522,211.6666667
165,7,96,99,24,76,1,0,78.26086957,163.3333333,0,73.91304348,143.3333333
245,20,182,118,24,74,0,0,50.00000000,20,0,45.65217391,0
303,14,146,157,21,75,1,0,63.04347826,80,0,58.69565217,60
197,20,105,88,23,95,0,0,50.00000000,148.3333333,0,45.65217391,128.3333333
221,21,171,117,18,91,0,0,47.82608696,38.33333333,0,43.47826087,18.33333333
113,5,159,178,18,74,1,28.26086957,82.60869565,58.33333333,10.86956522,78.26086957,38.33333333
309,14,59,123,24,91,0,0,63.04347826,225,0,58.69565217,205
294,17,184,151,22,73,1,0,56.52173913,16.66666667,0,52.17391304,0
307,10,127,150,19,72,1,0,71.73913043,111.6666667,0,67.39130435,91.66666667
374,19,197,163,18,87,0,0,52.17391304,0,0,47.82608696,0
207,15,138,132,20,72,1,0,60.86956522,93.33333333,0,56.52173913,73.33333333
131,15,164,117,22,79,1,0,60.86956522,50,0,56.52173913,30
393,15,131,147,24,79,1,0,60.86956522,105,0,56.52173913,85
253,10,106,150,23,76,1,0,71.73913043,146.6666667,0,67.39130435,126.6666667
154,17,101,140,20,71,1,0,56.52173913,155,0,52.17391304,135
399,17,64,175,23,92,0,0,56.52173913,216.6666667,0,52.17391304,196.6666667
367,14,109,80,23,92,0,0,63.04347826,141.6666667,0,58.69565217,121.6666667
77,10,155,154,18,89,0,106.5217391,71.73913043,65,89.13043478,67.39130435,45
393,19,98,181,23,83,0,0,52.17391304,160,0,47.82608696,140
236,17,164,155,19,84,0,0,56.52173913,50,0,52.17391304,30
331,11,62,79,20,71,1,0,69.56521739,220,0,65.2173913,200
420,11,60,91,21,97,0,0,69.56521739,223.3333333,0,65.2173913,203.3333333
297,20,55,87,22,86,0,0,50.00000000,231.6666667,0,45.65217391,211.6666667
269,5,140,114,24,88,0,0,82.60869565,90,0,78.26086957,70
411,10,123,171,22,86,0,0,71.73913043,118.3333333,0,67.39130435,98.33333333
213,18,110,80,21,89,0,0,54.34782609,140,0,50,120
106,16,117,99,22,96,0,43.47826087,58.69565217,128.3333333,26.08695652,54.34782609,108.3333333
319,5,117,148,20,86,0,0,82.60869565,128.3333333,0,78.26086957,108.3333333
254,6,135,159,18,92,0,0,80.43478261,98.33333333,0,76.08695652,78.33333333
99,15,122,103,19,95,0,58.69565217,60.86956522,120,41.30434783,56.52173913,100
407,17,43,82,18,90,0,0,56.52173913,251.6666667,0,52.17391304,231.6666667
216,17,84,167,18,80,0,0,56.52173913,183.3333333,0,52.17391304,163.3333333
282,14,141,82,19,73,1,0,63.04347826,88.33333333,0,58.69565217,68.33333333
309,20,145,97,23,96,0,0,50.00000000,81.66666667,0,45.65217391,61.66666667
60,13,170,83,22,80,0,143.4782609,65.21739130,40,126.0869565,60.86956522,20
56,5,111,133,23,71,0,152.173913,82.60869565,138.3333333,134.7826087,78.26086957,118.3333333
170,18,66,75,22,83,0,0,54.34782609,213.3333333,0,50,193.3333333
306,6,84,140,19,96,0,0,80.43478261,183.3333333,0,76.08695652,163.3333333
191,18,42,111,21,80,0,0,54.34782609,253.3333333,0,50,233.3333333
368,10,121,167,23,76,1,0,71.73913043,121.6666667,0,67.39130435,101.6666667
325,7,95,151,18,75,1,0,78.26086957,165,0,73.91304348,145
243,6,81,178,23,82,0,0,80.43478261,188.3333333,0,76.08695652,168.3333333
72,13,44,84,18,96,0,117.3913043,65.21739130,250,100,60.86956522,230
253,19,124,98,18,95,0,0,52.17391304,116.6666667,0,47.82608696,96.66666667
116,12,95,100,21,74,0,21.73913043,67.39130435,165,4.347826087,63.04347826,145
332,6,157,137,22,84,0,0,80.43478261,61.66666667,0,76.08695652,41.66666667
178,6,124,159,20,87,0,0,80.43478261,116.6666667,0,76.08695652,96.66666667
91,12,50,135,22,70,1,76.08695652,67.39130435,240,58.69565217,63.04347826,220
288,18,45,91,22,72,1,0,54.34782609,248.3333333,0,50,228.3333333
300,5,189,77,24,91,0,0,82.60869565,8.333333333,0,78.26086957,0
276,10,82,111,19,73,0,0,71.73913043,186.6666667,0,67.39130435,166.6666667
107,5,85,166,23,95,0,41.30434783,82.60869565,181.6666667,23.91304348,78.26086957,161.6666667
133,6,194,124,23,81,0,0,80.43478261,0,0,76.08695652,0
275,13,158,130,18,91,0,0,65.21739130,60,0,60.86956522,40
154,21,91,176,21,80,0,0,47.82608696,171.6666667,0,43.47826087,151.6666667
259,20,162,149,18,71,1,0,50.00000000,53.33333333,0,45.65217391,33.33333333
274,15,165,182,23,86,0,0,60.86956522,48.33333333,0,56.52173913,28.33333333
298,8,190,90,23,96,0,0,76.08695652,6.666666667,0,71.73913043,0
67,17,157,132,22,83,0,128.2608696,56.52173913,61.66666667,110.8695652,52.17391304,41.66666667
243,18,104,108,19,97,0,0,54.34782609,150,0,50,130
51,9,136,174,18,71,1,163.0434783,73.91304348,96.66666667,145.6521739,69.56521739,76.66666667
208,14,159,109,20,86,0,0,63.04347826,58.33333333,0,58.69565217,38.33333333
216,5,115,183,18,77,1,0,82.60869565,131.6666667,0,78.26086957,111.6666667
418,7,47,154,20,76,1,0,78.26086957,245,0,73.91304348,225
303,18,57,139,19,84,0,0,54.34782609,228.3333333,0,50,208.3333333
123,6,87,98,22,73,1,6.52173913,80.43478261,178.3333333,0,76.08695652,158.3333333
322,15,179,179,22,94,0,0,60.86956522,25,0,56.52173913,5
152,5,157,118,23,74,1,0,82.60869565,61.66666667,0,78.26086957,41.66666667
108,16,47,158,20,97,0,39.13043478,58.69565217,245,21.73913043,54.34782609,225
66,11,175,80,23,75,1,130.4347826,69.56521739,31.66666667,113.0434783,65.2173913,11.66666667
234,6,138,162,23,87,0,0,80.43478261,93.33333333,0,76.08695652,73.33333333
146,15,53,152,23,91,0,0,60.86956522,235,0,56.52173913,215
361,5,150,160,19,93,0,0,82.60869565,73.33333333,0,78.26086957,53.33333333
116,14,134,98,18,84,0,21.73913043,63.04347826,100,4.347826087,58.69565217,80
114,16,67,148,19,89,0,26.08695652,58.69565217,211.6666667,8.695652174,54.34782609,191.6666667
172,7,148,117,18,86,0,0,78.26086957,76.66666667,0,73.91304348,56.66666667
226,12,72,134,21,84,0,0,67.39130435,203.3333333,0,63.04347826,183.3333333
153,18,127,143,20,91,0,0,54.34782609,111.6666667,0,50,91.66666667
407,21,172,93,21,72,1,0,47.82608696,36.66666667,0,43.47826087,16.66666667
281,21,199,123,22,77,0,0,47.82608696,0,0,43.47826087,0
86,10,41,175,23,76,1,86.95652174,71.73913043,255,69.56521739,67.39130435,235
272,19,163,96,24,97,0,0,52.17391304,51.66666667,0,47.82608696,31.66666667
202,10,69,160,24,82,0,0,71.73913043,208.3333333,0,67.39130435,188.3333333
364,14,167,134,24,75,1,0,63.04347826,45,0,58.69565217,25
261,6,63,121,19,92,0,0,80.43478261,218.3333333,0,76.08695652,198.3333333
391,17,190,102,24,85,0,0,56.52173913,6.666666667,0,52.17391304,0
169,21,86,168,18,93,0,0,47.82608696,180,0,43.47826087,160
338,19,169,170,20,94,0,0,52.17391304,41.66666667,0,47.82608696,21.66666667
153,15,81,175,20,79,1,0,60.86956522,188.3333333,0,56.52173913,168.3333333
68,17,57,177,18,91,0,126.0869565,56.52173913,228.3333333,108.6956522,52.17391304,208.3333333
174,18,55,152,21,90,0,0,54.34782609,231.6666667,0,50,211.6666667
106,17,76,92,22,83,0,43.47826087,56.52173913,196.6666667,26.08695652,52.17391304,176.6666667
66,15,144,161,24,84,0,130.4347826,60.86956522,83.33333333,113.0434783,56.52173913,63.33333333
418,10,71,145,21,84,0,0,71.73913043,205,0,67.39130435,185
350,7,93,153,21,79,1,0,78.26086957,168.3333333,0,73.91304348,148.3333333
332,14,109,179,20,95,0,0,63.04347826,141.6666667,0,58.69565217,121.6666667
191,10,51,157,21,93,0,0,71.73913043,238.3333333,0,67.39130435,218.3333333
313,5,129,136,19,72,1,0,82.60869565,108.3333333,0,78.26086957,88.33333333
417,7,49,170,20,73,1,0,78.26086957,241.6666667,0,73.91304348,221.6666667
219,20,117,156,20,77,1,0,50.00000000,128.3333333,0,45.65217391,108.3333333
176,7,80,128,18,73,1,0,78.26086957,190,0,73.91304348,170
255,18,153,167,24,90,0,0,54.34782609,68.33333333,0,50,48.33333333
230,20,83,107,18,80,0,0,50.00000000,185,0,45.65217391,165
104,19,46,111,21,75,1,47.82608696,52.17391304,246.6666667,30.43478261,47.82608696,226.6666667
85,14,78,158,20,93,0,89.13043478,63.04347826,193.3333333,71.73913043,58.69565217,173.3333333
282,20,199,86,18,90,0,0,50.00000000,0,0,45.65217391,0
167,7,172,96,22,96,0,0,78.26086957,36.66666667,0,73.91304348,16.66666667
398,8,51,130,21,83,0,0,76.08695652,238.3333333,0,71.73913043,218.3333333
66,8,75,167,20,97,0,130.4347826,76.08695652,198.3333333,113.0434783,71.73913043,178.3333333
304,13,136,108,19,77,1,0,65.21739130,96.66666667,0,60.86956522,76.66666667
292,6,180,130,22,85,0,0,80.43478261,23.33333333,0,76.08695652,3.333333333
85,18,65,151,18,70,1,89.13043478,54.34782609,215,71.73913043,50,195
338,7,183,97,21,80,0,0,78.26086957,18.33333333,0,73.91304348,0
61,20,85,147,20,76,0,141.3043478,50.00000000,181.6666667,123.9130435,45.65217391,161.6666667
405,17,79,106,18,83,0,0,56.52173913,191.6666667,0,52.17391304,171.6666667
277,9,40,126,24,70,1,0,73.91304348,256.6666667,0,69.56521739,236.6666667
64,11,93,98,22,73,1,134.7826087,69.56521739,168.3333333,117.3913043,65.2173913,148.3333333
285,5,148,145,22,76,0,0,82.60869565,76.66666667,0,78.26086957,56.66666667
231,18,180,87,18,88,0,0,54.34782609,23.33333333,0,50,3.333333333
283,19,60,112,19,78,0,0,52.17391304,223.3333333,0,47.82608696,203.3333333
108,18,163,168,20,85,0,39.13043478,54.34782609,51.66666667,21.73913043,50,31.66666667
191,18,118,147,18,86,0,0,54.34782609,126.6666667,0,50,106.6666667
385,10,164,91,24,96,0,0,71.73913043,50,0,67.39130435,30
355,5,189,159,23,92,0,0,82.60869565,8.333333333,0,78.26086957,0
222,14,93,154,23,92,0,0,63.04347826,168.3333333,0,58.69565217,148.3333333
408,8,132,178,21,90,0,0,76.08695652,103.3333333,0,71.73913043,83.33333333
62,20,95,154,22,86,0,139.1304348,50.00000000,165,121.7391304,45.65217391,145
177,14,169,145,19,85,0,0,63.04347826,41.66666667,0,58.69565217,21.66666667
291,21,67,108,19,86,0,0,47.82608696,211.6666667,0,43.47826087,191.6666667
232,5,82,143,18,70,1,0,82.60869565,186.6666667,0,78.26086957,166.6666667
353,19,141,178,21,88,0,0,52.17391304,88.33333333,0,47.82608696,68.33333333
395,20,194,150,20,70,1,0,50.00000000,0,0,45.65217391,0
397,13,80,127,24,74,1,0,65.21739130,190,0,60.86956522,170
241,19,98,172,19,87,0,0,52.17391304,160,0,47.82608696,140
382,21,50,166,18,85,0,0,47.82608696,240,0,43.47826087,220
145,7,121,113,19,91,0,0,78.26086957,121.6666667,0,73.91304348,101.6666667
175,5,62,158,20,78,1,0,82.60869565,220,0,78.26086957,200
383,17,197,90,21,85,0,0,56.52173913,0,0,52.17391304,0
220,17,130,82,22,83,0,0,56.52173913,106.6666667,0,52.17391304,86.66666667
261,21,148,75,22,84,0,0,47.82608696,76.66666667,0,43.47826087,56.66666667
102,8,64,112,18,95,0,52.17391304,76.08695652,216.6666667,34.7826087,71.73913043,196.6666667
45,5,154,173,23,72,1,176.0869565,82.60869565,66.66666667,158.6956522,78.26086957,46.66666667
141,21,82,121,21,95,0,0,47.82608696,186.6666667,0,43.47826087,166.6666667
255,15,47,171,20,95,0,0,60.86956522,245,0,56.52173913,225
231,19,91,183,18,82,0,0,52.17391304,171.6666667,0,47.82608696,151.6666667
350,13,69,85,24,80,0,0,65.21739130,208.3333333,0,60.86956522,188.3333333
407,12,198,142,21,76,0,0,67.39130435,0,0,63.04347826,0
115,21,198,113,18,92,0,23.91304348,47.82608696,0,6.52173913,43.47826087,0
349,11,122,98,24,94,0,0,69.56521739,120,0,65.2173913,100
329,14,75,180,24,92,0,0,63.04347826,198.3333333,0,58.69565217,178.3333333
401,7,95,116,23,73,1,0,78.26086957,165,0,73.91304348,145
260,9,189,178,18,71,1,0,73.91304348,8.333333333,0,69.56521739,0
331,7,107,171,22,89,0,0,78.26086957,145,0,73.91304348,125
66,8,195,114,22,75,1,130.4347826,76.08695652,0,113.0434783,71.73913043,0
391,12,135,159,18,78,1,0,67.39130435,98.33333333,0,63.04347826,78.33333333
94,6,109,142,18,96,0,69.56521739,80.43478261,141.6666667,52.17391304,76.08695652,121.6666667
127,16,41,85,21,96,0,0,58.69565217,255,0,54.34782609,235
268,21,70,78,23,78,0,0,47.82608696,206.6666667,0,43.47826087,186.6666667
152,24,262,47,25,65,0,0,41.30434783,0,0,36.95652174,0
271,35,143,19,28,41,1,0,17.39130435,85,0,13.04347826,65
248,24,198,26,29,65,0,0,41.30434783,0,0,36.95652174,0
120,29,242,16,34,59,0,13.04347826,30.43478261,0,0,26.08695652,0
108,9,186,12,34,58,0,39.13043478,73.91304348,13.33333333,21.73913043,69.56521739,0
293,27,197,38,26,44,0,0,34.7826087,0,0,30.43478261,0
274,30,234,16,28,67,1,0,28.26086957,0,0,23.91304348,0
259,30,169,97,28,42,0,0,28.26086957,41.66666667,0,23.91304348,21.66666667
269,20,171,75,29,43,0,0,50,38.33333333,0,45.65217391,18.33333333
299,30,300,20,32,70,1,0,28.26086957,0,0,23.91304348,0
297,19,141,100,29,63,0,0,52.17391304,88.33333333,0,47.82608696,68.33333333
105,30,117,100,29,69,0,45.65217391,28.26086957,128.3333333,28.26086957,23.91304348,108.3333333
290,29,123,76,29,49,0,0,30.43478261,118.3333333,0,26.08695652,98.33333333
140,8,125,21,34,65,0,0,76.08695652,115,0,71.73913043,95
221,11,200,85,28,59,0,0,69.56521739,0,0,65.2173913,0
133,9,193,17,26,65,0,0,73.91304348,1.666666667,0,69.56521739,0
221,33,219,66,31,51,0,0,21.73913043,0,0,17.39130435,0
135,12,114,47,27,43,1,0,67.39130435,133.3333333,0,63.04347826,113.3333333
287,32,142,66,27,45,1,0,23.91304348,86.66666667,0,19.56521739,66.66666667
297,14,202,41,34,51,1,0,63.04347826,0,0,58.69565217,0
160,11,118,100,29,50,1,0,69.56521739,126.6666667,0,65.2173913,106.6666667
146,20,228,47,31,65,0,0,50,0,0,45.65217391,0
169,28,278,1,31,44,1,0,32.60869565,0,0,28.26086957,0
281,26,249,78,27,58,0,0,36.95652174,0,0,32.60869565,0
162,19,266,19,26,49,0,0,52.17391304,0,0,47.82608696,0
111,8,164,63,26,43,0,32.60869565,76.08695652,50,15.2173913,71.73913043,30
216,28,143,96,29,64,1,0,32.60869565,85,0,28.26086957,65
256,10,232,61,25,69,0,0,71.73913043,0,0,67.39130435,0
292,8,273,18,34,64,1,0,76.08695652,0,0,71.73913043,0
280,34,207,98,27,61,0,0,19.56521739,0,0,15.2173913,0
163,9,273,27,29,70,0,0,73.91304348,0,0,69.56521739,0
160,28,269,84,32,61,0,0,32.60869565,0,0,28.26086957,0
